"Author","Gender"
"Adler, Dahlia","female"
"Adoff, Jaime","male"
"Adornetto, Alexandra","female"
"Ahmadi, Arvin","male"
"Ahmed, Samira","female"
"Alameda, Courtney","female"
"Albert, Melissa","female"
"Albin, Gennifer","female"
"Alegría, Malín.","female"
"Alender, Katie","female"
"Alexander, Alma","female"
"Alexander, John T.","male"
"Aliki","female"
"Allan, Tony","male"
"Allen, Kate","female"
"Allen, Rachael","female"
"Allende, Isabel","female"
"Allison, Anthony","male"
"Alsaid, Adi","male"
"Alten, Steve","male"
"Ameriie","female"
"Amir","male"
"Andersen, Liselotte","female"
"Anderson, Jodi Lynn","female"
"Anderson, M. T.","male"
"Anderson, Natalie C.","female"
"Anderson, R. J.","female"
"Andrews, V. C.","female"
"Anthony, Piers","male"
"Appignanesi, Richard","male"
"Archer, Jeffrey","male"
"Arcos, Carrie","female"
"Armstrong, Kelley","female"
"Arnold, David","male"
"Arsenault, Emily","female"
"Asphyxia","non-binary"
"Aster, Alex","non-binary"
"Athill, Diana","female"
"Atta, Dean","male"
"Avasthi, Swati","female"
"Avery, Lara","female"
"Aveyard, Victoria","female"
"Bacigalupi, Paolo","male"
"Backman, Fredrik","male"
"Bagieu, Pénélope","female"
"Bailey, Blake","male"
"Baker, Chandler","male"
"Baldacci, David","male"
"Baldwin, James","male"
"Ballard, Alexandra","female"
"Bambara, Toni","female"
"Bardi, Abby","female"
"Bardugo, Leigh","female"
"Barker, Michelle","female"
"Barnes, John","male"
"Barnhill, Kelly","female"
"Barr, Emily","female"
"Barry, Max","male"
"Bashardoust, Melissa","female"
"Bassett, Kate","female"
"Bates, Laura","female"
"Bauer, Cat","female"
"Bayerl, Katie","female"
"Beals, Melba","female"
"Beam, Cris","trans man"
"Bean, Lexie","non-binary"
"Bedford, Martyn","male"
"Bell, Ted","male"
"Bennett-Wealer, Sara","female"
"Bennett, James W.","male"
"Bennett, Jenn","female"
"Bennett, Marguerite","female"
"Benway, Robin","female"
"Berendt, John","male"
"Berk, Josh","male"
"Berlatsky, Noah","male"
"Bernstein, Sara Tuvel","female"
"Berry, Julie","female"
"Bick, Ilsa J.","female"
"Bingham, Jane","female"
"Birdseye, Tom","male"
"Biren, Sara L.","female"
"Black, Holly","female"
"Blackman, Malorie","female"
"Blake, Elly","female"
"Blake, Jillian","female"
"Bloom, Harold","male"
"Blundell, Judy","female"
"Blythe, Carolita","female"
"Boecker, Virginia","female"
"Bolden, Tonya","female"
"Bolin, Carrie","female"
"Boorman, Kate A.","female"
"Boose, Greg","male"
"Bouchard, Elizabeth","female"
"Bow, Erin","female"
"Bowman, Akemi Dawn","female"
"Bradbury, Ray","male"
"Bradford, Ernle Dusgate Selby","male"
"Bradley, Kimberly Brubaker","female"
"Brainard, Cecilia Manguerra","female"
"Brande, Robin","female"
"Brant, Wendy","female"
"Brashares, Ann","female"
"Brennan, Sarah Rees","female"
"Brewer, Derek","male"
"Brezenoff, Steven","male"
"Bridgers, Sue Ellen","female"
"Bridges, Robin","female"
"Brindley, John","male"
"Brink, Carol Ryrie","female"
"Britton, Felicity","female"
"Brodsky, Daniella","female"
"Brodsky, Demetra","female"
"Brody, Jessica","female"
"Bronte, Emily","female"
"Brown, Dan","male"
"Brown, Jennifer","female"
"Brown, Scott","male"
"Buckley, Michael","male"
"Bull, Norman J.","male"
"Bunch, Bryan","male"
"Burdett, John","male"
"Burke, James Lee","male"
"Burnie, David","male"
"Burns, Laura J.","female"
"Burroughs, Augusten","male"
"Bushnell, Candace","female"
"Butcher, Jim","male"
"Buxbaum, Julie","female"
"Byers, Ann","female"
"Cabot, Meg","female"
"Cagan, Kayla","female"
"Calame, Don","male"
"Caldwell, Ian","male"
"Caldwell, S. A.","female"
"Caletti, Deb","female"
"Callender, Kacen","non-binary"
"Cameron, Peter","male"
"Cameron, Sharon","female"
"Camus, Albert","male"
"Capin, Hannah","female"
"Capps, Michael","male"
"Carleson, J. C.","female"
"Carlton, Susan Kaplan","female"
"Carmack, Cora","female"
"Carman, Patrick","male"
"Carriger, Gail","female"
"Carroll, Georgie","female"
"Carter, Aimée","female"
"Carter, Forrest","male"
"Cary, Kate","female"
"Cass, Kiera","female"
"Cassidy, Anne","female"
"Castellucci, Cecil","female"
"Castro, Tony","male"
"Cavallaro, Brittany","female"
"Cefrey, Holly","female"
"Chambers, Aidan","non-binary"
"Charaipotra, Sona","female"
"Chase, Paula","female"
"Chastain, Emma","female"
"Chee, Traci","female"
"Cherry, Alison","female"
"Chiasson, John","male"
"Child, Lee","male"
"Cho, Kat","female"
"Choi, Mary H. K.","female"
"Choi, Mary H.K.","female"
"Chokshi, Roshani","female"
"Christie, Agatha","female"
"Chupeco, Rin","non-binary"
"Cisneros, Sandra","female"
"Clement-Moore, Rosemary","female"
"Coates, Ta-Nehisi","male"
"Coben, Harlan","male"
"Cohen, Joshua","male"
"Colbert, Brandy","female"
"Collins, Renee","female"
"Conaghan, Brian","male"
"Cook, Hope","female"
"Cook, Karin","female"
"Copplestone, Trewin","male"
"Cornwell, Betsy","female"
"Cornwell, Patricia","female"
"Corthron, Kara Lee","female"
"Cosby, S. A.","male"
"Cosimano, Elle","female"
"Cotugno, Katie","female"
"Coulthurst, Audrey","female"
"Creech, Sharon","female"
"Crichton, Michael","male"
"Crispell, Susan Bishop","female"
"Cronin, Justin","male"
"Cross, Julie","female"
"Darrows, Eva","female"
"Dashner, James","male"
"Daud, Somaiya","female"
"Dawe, Ted","male"
"Day, Malcolm","male"
"Day, Meredith","female"
"De Bernières, Louis","male"
"de Gramont, Nina","female"
"de Koster, Katie","female"
"de la Pena, Matt","male"
"De Leon, Jennifer","female"
"De Lint, Charles","male"
"de Nanteuil, Luc","male"
"Dellaira, Ava","female"
"Dembicki, Matt","male"
"Demetrios, Heather","female"
"DeMille, Nelson","male"
"Deming, Sarah","female"
"Dennard, Susan","female"
"DePaola, Tomie","male"
"Deriso, Christine Hurley","female"
"DeStefano, Lauren","female"
"Deuker, Carl","male"
"Devlin, Calla","female"
"Dickens, Charles","male"
"Dickins, Rosie","female"
"Dickinson, John","male"
"Dirkes, Craig","male"
"Doak, Robin S.","female"
"Dockter, Debra","female"
"Doctorow, Cory","male"
"Doeden, Matt","male"
"Dogar, Sharon","female"
"Dolan, Sean","male"
"Dominick, Andie","female"
"Donald, David Herbert","male"
"Donne, Alexa","female"
"Dowd, Siobhan","female"
"Downham, Jenny","female"
"Downing, Antonio Michael","male"
"Doyle, Arthur Conan","male"
"Doyle, Larry","male"
"Druick, Douglas W.","male"
"Duncan, Alexandra","female"
"Earls, Nick","male"
"Eddings, David","male"
"Editors of Merriam-Webster","N/A"
"Editors of the American Heritage dictionaries","N/A"
"Ee, Susan","female"
"Eggers, Dave","male"
"Elliott, David","male"
"Elliott, Kate","female"
"Ellis, Kat","female"
"Ellison, Kate","female"
"Elston, Ashley","female"
"Emmich, Val","male"
"Evans, Nicholas","male"
"Eyman, Scott","male"
"Ezell, Heather","female"
"Falkner, Brian","male"
"Fantaskey, Beth","female"
"Farley, Christopher John","male"
"Faulkner, William","male"
"Felton, Bruce","male"
"Ferguson, Alane","female"
"Ferman, Edward L.","male"
"Fiedler, Lisa","female"
"Finlay, Adrianne","female"
"Fisher, Catherine","female"
"Fitzgerald, F. Scott","male"
"Fitzgerald, Laura Marx","female"
"Fitzpatrick, Huntley","male"
"Flaubert, Gustave","male"
"Flaum, Eric","male"
"Follain, John","male"
"Follett, Ken","male"
"Fontes, Justine","female"
"Forest, Laurie","female"
"Forna, Namina","female"
"Fowler, Karen Joy","female"
"Fowley-Doyle, Moïra","female"
"Francis, Dick","male"
"Frank, Anne","female"
"Franzen, Jonathan","male"
"Fredericks, Mariah","female"
"Fromm, Erick","male"
"Fuentes, Carlos","male"
"Funke, Cornelia","female"
"Gabaldon, Diana","female"
"Ganeri, Anita","female"
"Garber, Romina","female"
"Garber, Stephanie","female"
"García Márquez, Gabriel","male"
"Gardiner, John Eliot","male"
"Gattis, Ryan","male"
"Geary, Rick","male"
"Gebhart, Ryan","male"
"Geiger, J. C.","male"
"George, Alice L.","female"
"George, Margaret","female"
"Gessner, Marina","female"
"Gibbons, Kaye","female"
"Gilb, Dagoberto","male"
"Gilbran, Lahlil","male"
"Giles, Amy","female"
"Giles, Lamar","male"
"Gillman, Melanie","female"
"Gish, Steven","male"
"Glaser, Milton","male"
"Glasgow, Kathleen","female"
"Glenday, Craig","male"
"Godberson, Anna","female"
"Going, K. L.","female"
"Going, K.L.","female"
"Golding, William","male"
"Gonsalves, Florence","female"
"Gonzalez, Julie","female"
"Gordon, Richard","male"
"Gornall, Louise","female"
"Grace, Amanda","female"
"Grahame-Smith, Seth","male"
"Gratton, Tessa","female"
"Gray, Libba","female"
"Green, Hannah","female"
"Green, Sally","female"
"Grennan, Conor","male"
"Griffin, Adele","female"
"Griffin, Bethany","female"
"Griffin, John Howard","male"
"Griffin, Paul","male"
"Grisham, John","male"
"Guterson, David","male"
"Guy, Rosa","female"
"Hahn, Mary Downing","female"
"Hall, Maggie","female"
"Hallam, Elizabeth","female"
"Handler, Daniel","male"
"Hanft, Joshua E.","male"
"Hardy, Thomas","male"
"Harkaway, Nick","male"
"Harrington, Kim","female"
"Harris, Thomas","male"
"Harrison, Harry","male"
"Hartinger, Brent","male"
"Hartman, Rachel","female"
"Hassman, Tupelo","female"
"Hattrup, Karen","female"
"Hautman, Pete","male"
"Haydu, Corey Ann","female"
"Heathfield, Lisa","female"
"Henry, Emily","female"
"Hesse, Monica","female"
"Hiaasen, Carl","male"
"Hicks, John","male"
"Hill, Will","male"
"Hirsh, Ananth","male"
"Hocking, Amanda","female"
"Hoena, B. A.","male"
"Hoffmeister, Peter Brown","male"
"Holmes, Ronald M.","male"
"Hopkins, Jerry","male"
"Horikoshi, Kōhei","male"
"Houck, Colleen","female"
"Howard, A. G.","female"
"Howatch, Susan","female"
"Howe, Katherine","female"
"Howlett, John","male"
"Huff, Tanya","female"
"Hugo, Victor","male"
"Hur, June","female"
"Hutchison, Dot","female"
"Hyde, Catherine Ryan","female"
"Ibbotson, Eva","female"
"Iles, Greg","male"
"Iloh, Candice","non-binary"
"Innes, Brian","male"
"Jacobson, Sid","male"
"Jae-Jones, S.","non-binary"
"James, P. D.","female"
"Janssen, Sarah","female"
"Jefferson, Louise E.","female"
"Johansen, Iris","female"
"Johnson, Abigail","female"
"Johnson, Maureen","female"
"Johnston, E. K","female"
"Johnston, E. K.","female"
"Jones, Carrie","female"
"Jordan, Robert","male"
"Joy, Amanda","female"
"Joyce, James","male"
"Juby, Susan","female"
"Jussim, Daniel","male"
"Kate, Lauren","female"
"Katsoulis, Gregory Scott","male"
"Kaufman, Amie","female"
"Kehoe, Stasia Ward","female"
"Keil, Melissa","female"
"Kelley, Kitty","female"
"Kemmerer, Brigid","female"
"Keneally, Thomas","male"
"Kenneally, Miranda","female"
"Kercheval, Jesse Lee","female"
"Keyser, Amber J.","female"
"Khan, Sabina","female"
"Kidd, Jess","non-binary"
"Kiely, Brendan","male"
"Kim, Angie","female"
"Kim, On-su","male"
"Kincaid, S. J.","female"
"King, Sarah E.","female"
"Kishimoto, Masashi","male"
"Kizer, Amber","female"
"Klass, David","male"
"Koertge, Ronald","male"
"Kogawa, Joy","female"
"Konigsberg, Bill","male"
"Konstam, Angus","male"
"Kraft, Vickie","female"
"Kraus, Daniel","male"
"Kreicbergs, Toms","male"
"Krensky, Stephen","male"
"Kuehn, Stephanie","female"
"Kushner, Rachel","female"
"Labrecque, Ellen","female"
"Lahiri, Jhumpa","female"
"Lanagan, Margo","female"
"Larson, Erik","male"
"Lawlor, Laurie","female"
"Laybourne, Emmy","female"
"Layman, John","male"
"Leavy, Jane","female"
"Lee, Mackenzi","female"
"Lee, Stan","male"
"Leech, Caroline","female"
"Leeming, David Adams","male"
"Lenoir, Axelle","female"
"Les Becquets, Diane","female"
"Lester, Julius","male"
"Levin, Jenifer","female"
"Lewis, C. S.","male"
"Lewis, Sinclair","male"
"Lim, Elizabeth","female"
"Litvinoff, Sarah","female"
"Livingston, Lesley","female"
"Llewellyn, Richard","male"
"Llywelyn, Morgan","female"
"Lore, Pittacus","N/A"
"Lorenz, Richard","male"
"Lowry, Beverly","female"
"Lu, Marie","female"
"Lund, Natalie","female"
"Lyon, George Ella","female"
"Lyons, Mary E.","female"
"Mabry, Samantha","female"
"MacTire, Norwyn","N/A"
"Madison, Bennett","male"
"Mair, George","male"
"Malam, John","male"
"Marrin, Albert","male"
"Mathis, Ayana","female"
"Matson, Morgan","female"
"Maupin, Armistead","male"
"McCaffrey, Anne","female"
"McCarthy, Andrew","male"
"McCarthy, Cormac","male"
"McCarthy, Mary","female"
"McCaughrean, Geraldine","female"
"McCourt, Frank","male"
"McDowell, Bart","male"
"McGinty, Alice B.","female"
"McKayhan, Monica","female"
"McLaughlin, Emma","female"
"McManus, Karen M.","female"
"McReynolds, Glenna","female"
"Meehl, Brian","male"
"Mejia, Tehlor Kay","queer non-binary"
"Messner, Kate","female"
"Meyer, L. A.","male"
"Miller, Kirsten","female"
"Miller, Lauren","female"
"Miller, Ron","male"
"Mitchard, Jacquelyn","female"
"Mlynowski, Sarah","female"
"Moe, Barbara A.","female"
"Morgan, Chris","male"
"Morris, Brittney","female"
"Morris, Mary McGarry","female"
"Moss, Marissa","female"
"Moyes, Jojo","female"
"Mullin, Mike","male"
"Murakami, Haruki","male"
"Murray, Elizabeth A.","female"
"Murray, Jocelyn","female"
"National Geographic Kids","N/A"
"National Geographic Society","N/A"
"Nelson, Blake","male"
"Newcomb, Robert","male"
"Newton, Michael","male"
"Ng, Celeste","female"
"Ngan, Natasha","female"
"Nielsen, Jennifer A.","female"
"Nnoromele, Salome","female"
"Noël, Alyson","female"
"Noni, Lynette","female"
"Noone, Gabby","female"
"Norman, Philip","male"
"O'Brien, Cynthia","female"
"O'Reilly, Bill","male"
"Ohkubo, Atsushi","male"
"Olshan, Matthew","male"
"Olson, Nathan","male"
"Omololu, Cynthia Jaynes","female"
"Oppel, Kenneth","male"
"Orvell, Miles","male"
"Ostrom, Melissa","female"
"Ottaviani, Jim","male"
"Oxford, Andromeda","non-binary"
"Packer, Kenneth L.","male"
"Paige, D. M.","female"
"Painter, Nell Irvin","female"
"Parker, Morgan","female"
"Parker, Robert B.","male"
"Parker, Steve","male"
"Parrot, Andrea","female"
"Pasternak, Boris Leonidovich","male"
"Patel, Sonia","female"
"Paterson, Katherine","female"
"Paton, Jonathan","male"
"Payne, Mary Jennifer","female"
"Pearson, Anne","female"
"Pearson, Mary E.","female"
"Peck, Richard","male"
"Perry, Bruce","male"
"Pfeffer, Susan Beth","female"
"Philip, Neil","male"
"Philippe, Ben","male"
"Picknett, Lynn","female"
"Pierce, Tamora","female"
"Pierce, Tamora.","female"
"Pike, Aprilynne","female"
"Pinborough, Sarah","female"
"Plath, Sylvia","female"
"Plowden, David","male"
"Pomplun, Tom","male"
"Ponti, James","male"
"Pool, Katy Rose","female"
"Positano, Rock G.","male"
"Pride, Felicia","female"
"Proulx, Annie","female"
"Proust, Marcel","male"
"Quick, Matthew","male"
"Ramirez, David","male"
"Rapp, Adam","male"
"Reed, Christina Hammonds","female"
"Reed, Jennifer","female"
"Reedy, Trent","male"
"Rees, Celia","female"
"Reinert, Dale Robert","male"
"Renn, Diana","female"
"Rennison, Louise","female"
"Resau, Laura","female"
"Reynolds, Jan","female"
"Reynolds, Toby","male"
"Ribowsky, Mark","male"
"Riggs, Ransom","male"
"Rinaldi, Ann","female"
"Rivera, Lilliam","female"
"Roe, Robin","female"
"Rosoff, Meg","female"
"Rossi, Veronica","female"
"Roth, Veronica","female"
"Roy, Arundhati","female"
"Roy, Rachel","female"
"Ruby, Laura","female"
"Russell, Kate Elizabeth","female"
"Rutkoski, Marie","female"
"Ryan, Darlene","female"
"Sadamoto, Yoshiyuki","male"
"Sakurakōji, Kanoko","female"
"Salisbury, Melinda","female"
"Sanchez, Jenny Torres","female"
"Sanderson, Brandon","male"
"Santiago, Esmeralda","female"
"Savit, Gavriel","male"
"Scarborough, Kate","female"
"Scheier, Leah","female"
"Schow, Betsy","female"
"Schrefer, Eliot","male"
"Schroeder, Lisa","female"
"Scottoline, Lisa","female"
"Sebastian, Laura","female"
"Selene, Lyra","non-binary"
"Senior, Michael","male"
"Shan, Darren","male"
"Shandler, Sara","female"
"Sharpe, Tess","female"
"Shecter, Vicky","female"
"Sheldon, Sidney","male"
"Shepherd, Megan","female"
"Showalter, Gena","female"
"Showalter, Gina","female"
"Shuker-Haines, Frances","female"
"Sitomer, Alan Lawrence","male"
"Skinner, Stephen","male"
"Skroce, Steve","male"
"Smith, Amber","female"
"Smith, Bradley","male"
"Smith, Martin Cruz","male"
"Smith, Stan","male"
"Smythe, Rachel","female"
"Snyder, Maria V.","female"
"Solomon, Rachel Lynn","queer female"
"Sonneborn, Liz","female"
"Sonnenblick, Jordan","male"
"Speare, Elizabeth George","female"
"Spoto, Donald","male"
"Springer, Nancy","female"
"St. Claire, Roxanne","female"
"Starmer, Aaron","male"
"Stein, Tammar","female"
"Stine, R. L.","male"
"Stoker, Bram","male"
"Stone, Tamara Ireland","female"
"Stork, Francisco X.","male"
"Strasser, Todd","male"
"Streissguth, Thomas","male"
"Summers, Courtney","female"
"Sundquist, Josh","male"
"Surmelis, Angelo","male"
"Süskind, Patrick","male"
"Sweeney, Joyce","female"
"Swisher, Karin","female"
"Tademy, Lalita","female"
"Tallent, Gabriel","male"
"Tamani, Liara","female"
"Tames, Richard","male"
"Tang, Andrea","female"
"Tashjian, Janet","female"
"Tate, Eleanora E.","female"
"Taylor, Laini","female"
"Taylor, Mildred D.","female"
"Teen Vogue","N/A"
"Thomas, Kara","female"
"Tibbals, Geoff","male"
"Tobias, Kristie","female"
"Todd, Anna","female"
"Toliver, Wendy","female"
"Torres Sanchez, Jenny","female"
"Turner, Ann","female"
"Twain, Mark","male"
"Vanderpool, Clare","female"
"Venezia, Mike","male"
"Verdi, Jessica","female"
"Voigt, Cynthia","female"
"Vronsky, Peter","male"
"Walker, Richard","male"
"Wallenfels, Stephen","male"
"Walworth, Nancy Zinsser","female"
"Waters, Rosa","female"
"Watson, Renée","female"
"Weegee","male"
"Wells, Rebecca","female"
"Welton, Jude","female"
"Wepman, Dennis","male"
"Wiggins, Bethany","female"
"Wilcox, R. Turner","male"
"Wilkinson, Philip","male"
"Williams, Carol Lynch","female"
"Williams, Heidi","female"
"Williams, Juan","male"
"Williams, Mary E.","female"
"Williamson, Lisa","female"
"Wilsdon, Christina","female"
"Winkler, Kathleen","female"
"Winters, Paul A.","male"
"Wittels, Harriet","female"
"Wizner, Jake","male"
"Woods, Stuart","male"
"Woodson, Jacqueline","female"
"World Book Encyclopedia","N/A"
"Wouk, Herman","male"
"Wright, Richard","male"
"X, Malcolm","male"
"Yabuki, Kentaro","male"
"Yancey, Diane","female"
"Yancey, Rick","male"
"Yarwood, Doreen","female"
"Yolen, Jane","female"
"Yoon, David","male"
"Yorath, David","male"
"Young, Adrienne","female"
"Young, Suzanne","female"
"Zhang, Amy","female"
"Zubrowski, Bernie","male"
"Zuckerman, Gregory","male"
"Zusak, Markus","male"
"Carle, Eric","male"
"dePaola, Tomie","male"
"Fitzsimons, Isaac","male"
"Joseph, Frederick","male"
"Liu, Marjorie","female"
"Love, Jessica","female"
"McCarthy, Cory","non-binary"
"Parr, Todd","male"
"Pitman, Gayle E.","female"
"Shannon, David","male"
"Thomas, Aiden","trans man"
"Walden, Tillie","female"
"Willan, Alex","male"
"Gay, Roxane","queer female"
"Gephart, Donna","female"
"Hill, Katie Rain","trans woman"
"Knisley, Lucy","female"
"Malamud, Bernard","male"
"McCafferty, Megan","female"
"Rawles, Nancy","female"
"Small, David","male"
"Sook, Kim Hyun","female"
"Belge, Kathy","female"
"Higginbotham, Anastasia","female"
"Mather, Janice Lynn","female"
"Nagara, Innosanto","male"
"O'Neill, Louise","female"
"Sharenow, Robert","male"
"Skloot, Rebecca","female"
"Abbott, Megan","female"
"Àbíké-Íyímídé, Faridah","female"
"Aeschylus","male"
"Asante Jr., M. K.","male"
"Baldwin, Rosecrans","male"
"Ball, Pamela J.","female"
"Bertram, Vince M.","male"
"Bolkovac, Kathryn","female"
"Bonanno, Bill","male"
"Bradford, Barbara Taylor","female"
"Butcher, Kristin","female"
"Caldwell, Patrice","female"
"Campbell, Michele","female"
"Carpenter, Nora Shalaway","female"
"Childs, Jessie","female"
"Christie, Kate","female"
"Clarke, Colin P.","male"
"Clarke, Judith","female"
"Colfer, Chris","male"
"Combs, Teshelle","female"
"Connelly, Michael","male"
"Connolly, John","male"
"Conover, Ted","male"
"Cooney, Caroline B.","female"
"Cooney, Linda A.","female"
"Coontz, Stephanie","female"
"Cornwell, Autumn","female"
"Craft, Jerry","male"
"Dazai, Osamu","male"
"de Rosnay, Tatiana","female"
"Deveraux, Jude","female"
"Diamond, Susan","female"
"Dike, Chidinma","female"
"Donaldson, Stephen R.","male"
"Du Bois, W.E.B.","male"
"Dweck, Carol","female"
"Faye, Lyndsay","female"
"Grant, Adam","male"
"Grant, Vicki","female"
"Hall, Adam","male"
"Howrey, Meg","non-binary"
"Hunter, Travis","male"
"Jones, Carys","female"
"Kama, Adrienne","female"
"Kerman, Piper","female"
"Khorana, Aditi","female"
"la Grange, Zelda","female"
"LaZebnik, Claire","female"
"Lemonnier, Camille","female"
"Leveen, Tom","male"
"Lund, Gerald N.","male"
"Lupica, Mike","male"
"MacDonald, Charles Brown","male"
"Mackel, Kathy","female"
"Macmillan, Gilly","female"
"Macomber, Debbie","female"
"Madison, Cheri C.","female"
"Maldonado, Crystal","female"
"Malory, Sir Thomas","male"
"Mamet, David","male"
"Manchego, Chelo","female"
"Mancusi, Mari","female"
"Mandel, Emily St. John","female"
"McDonald, Abby","female"
"Montgomery, Cam","female"
"Moreno-Garcia, Silvia","female"
"Morris, William","male"
"Muchamore, Robert","male"
"Naidoo, Jamie Campbell","female"
"Nam-Joo, Cho","female"
"Niffenegger, Audrey","female"
"O'Brien, Caragh M.","female"
"O'Neill, Eugene","male"
"Olsen, Gregg","male"
"Orr, Bobby","male"
"Paris, B. A.","female"
"Patchett, Ann","female"
"Percy, Walker","male"
"Pike, Christopher","male"
"Reid, Taylor Jenkins","female"
"Robb, J. D.","female"
"Rosenfield, Kat","female"
"Rossner, Judith","female"
"Routley, Jane","female"
"Saddleback Educational Publishing","N/A"
"Senghor, Shaka","male"
"Shakespeare, William","male"
"Shange, Ntozake","female"
"Shapard, Robert","male"
"Shirer, William","male"
"Silag, Lucy","female"
"Simon, Charnan","female"
"Simone, Ni-Ni","female"
"Smith, Mark Allen","male"
"Stephenson, Shelagh","female"
"Stevenson, Robin","female"
"Stoppard, Tom","male"
"Sturtevant, Katherine","female"
"Sullivan, J. Courtney","female"
"Sullivan, Matthew J.","male"
"Swanberg, Dennis","male"
"Taylor, Clark","male"
"Trigiani, Adriana","female"
"Turow, Scott","male"
"Tyler, Anne","female"
"Tyler, Steven","male"
"Ury, William L.","male"
"Uwiringiyimana, Sandra","female"
"Van Diepen, Allison","female"
"Van Lustbader, Eric","male"
"Velasquez, Elisabet","female"
"Voltaire","male"
"Voorhees, Coert","male"
"Wagner, Robert E.","male"
"Walker, Barbara G.","female"
"Walker, Wendy","female"
"Waller, Robert James","male"
"Wass, Eliza","female"
"Weingarten, Lynn","female"
"Weis, Margaret","female"
"Weitz, Chris","male"
"West, Nathanael","male"
"Wilhelm, Doug","male"
"Wilhelm, Kate","female"
"Williams, Stanley \"Tookie\"","male"
"Williams, Stanley Tookie","male"
"Williams, T. M.","female"
"Wilson, August","male"
"Wright, Betty Ren","female"
"Yen, Jennifer","female"
"Zevin, Gabrielle","female"
"Zinn, Howard","male"
"Zuckoff, Mitchell","male"
"Jacobson, Jennifer Richard","female"
"Woodrell, Daniel","male"
"García, Cristina","female"
"Rhodes, Jewel Parker","female"
"Abramovitz, Melissa","female"
"Acho, Emmanuel","male"
"Layne, Aliza","female"
"Abbott, Jack Henry","male"
"Abier, Gilles","male"
"Ackerman, Peter","male"
"Aidoo, Ama Ata","female"
"Airth, Rennie","male"
"Akpan, Uwem","male"
"Amirrezvani, Anita","female"
"Aristophanes","male"
"Azarian, Mary","female"
"Backderf, Derf","male"
"Beaudoin, Sean","male"
"Bellow, Saul","male"
"Bender, Aimee","female"
"Bendinger, Jessica","female"
"Benefiel, Stacey Wallace","female"
"Bennett, Alan","male"
"Berdoll, Linda","female"
"Berenson, Laurien","female"
"Bernhardt, William","male"
"Bissinger, H.G.","male"
"Blum, Deborah","female"
"Bohjalian, Chris","male"
"Boyle, T.C.","male"
"Bracken, Alexandra","female"
"Bradley, Eden","female"
"Bradley, Marion Zimmer","female"
"Brennan, Michael","male"
"Brewer, Steve","male"
"Brockmann, Suzanne","female"
"Brown, Jason Robert","male"
"Brown, Sandra","female"
"Burnside, John","male"
"Butler, Octavia E.","female"
"Cappellini, Mary","female"
"Carter, Angela","female"
"Cast, Kristin","female"
"Chandler, Raymond","male"
"Charrière, Henri","male"
"Ciurana, Eugene","male"
"Cleave, Chris","male"
"Cline, Emma","female"
"Clugston-Flores, Chynna","female"
"Coetzee, J.M.","male"
"Cohen, Patricia Cline","female"
"Collins, Max Allan","male"
"Combs, Harry","male"
"Conway, Gerry","male"
"Cook, Robin","female"
"Cox, Michelle","female"
"Crafts, Hannah","female"
"Cross II, Cecil R.","male"
"Dai, Sijie","male"
"Danziger, Danny","male"
"David, Peter","male"
"Davis, Heather","female"
"Dean, Zoey","female"
"Deaver, Mason","male"
"Delaney, J. P.","male"
"Desai, Kiran","female"
"Díaz, Junot","male"
"Dick, Philip K.","male"
"Dinan, Kurt","male"
"Dodd, Christina","female"
"Donnelly, Jennifer","female"
"Donoghue, Emma","female"
"Dorrestein, Renate","female"
"Douglas, John E.","male"
"Dubus III, Andre","male"
"Dunthorne, Joe","male"
"Echeverria, José Antonio","male"
"Edinger, Claudio","male"
"Ellis, Warren","male"
"Enright, Anne","female"
"Epstein, Jennifer Cody","female"
"Erdrich, Louise","female"
"Esch, Ben","male"
"Eugenides, Jeffrey","male"
"Fahy, Thomas","male"
"Fante, John","male"
"Farquhar, Michael","male"
"Farrelly, Peter","male"
"Fitch, Janet","female"
"Flynn, Vince","male"
"Foley, Lucy","female"
"Fontaine, Claire","female"
"Fountain, Ben","male"
"Fox, Elaine","female"
"Franco, Betsy","female"
"Franco, James","male"
"Frayn, Michael","male"
"French, Tana","female"
"García Lorca, Federico","male"
"Garden, Nancy","female"
"Garwood, Julie","female"
"Gilbert, Elizabeth","female"
"Ginsberg, Allen","male"
"Goldberg, Myla","female"
"Gomberg, David","male"
"Goode, Laura","female"
"Goolrick, Robert","male"
"Gottfred, B. T.","male"
"Gray, Eva","female"
"Green, Laci","female"
"Greene, Graham","male"
"Gregorio, I. W.","female"
"Gregory, Philippa","female"
"Grogan, Shannon","female"
"Hamilton, Jane","female"
"Hanagarne, Joshua","male"
"Harbach, Chad","male"
"Harkness, Deborah","female"
"Harris, Joanne","female"
"Harrison, A. S. A.","female"
"Harwood, Gwen","female"
"Hawk, Jordan L.","non-binary"
"Hawkes, John","male"
"Hellman, Lillian","female"
"Hesse, Hermann","male"
"Hilderbrand, Elin","female"
"Hill, Sandra","female"
"Hobb, Robin","female"
"Holman, Sheri","female"
"Holt, A. J.","male"
"Horsley, Kate","female"
"Hwang, David Henry","male"
"Hyman Rubio, Gwyn","female"
"Irving, John","male"
"Ishiguro, Kazuo","male"
"James, Alex","male"
"James, E. L.","female"
"James, E.L.","female"
"Jensen, Jeff","male"
"Johnson, Terry","male"
"Johnston, Peter H.","male"
"Jones, Daniel","male"
"Joon Ho, Bong","male"
"Kalidasa","male"
"Kane, Andrea","female"
